t_ms,target_hz,meas_hz,duty_pct,curr_a,err_hz,i_term,p_term
14924,350.00,384.00,36.4,7.94,-34.00,-0.005,-0.050
15029,350.00,385.22,33.9,2.14,-35.22,-0.030,-0.050
15133,350.00,361.66,36.6,2.74,-11.66,-0.030,-0.023
15237,333.78,327.25,39.3,5.12,6.54,-0.023,0.013
15342,246.63,327.18,23.7,6.59,-80.55,-0.030,-0.050
15446,159.79,269.05,20.0,-1.34,-109.26,-0.030,-0.050
15551,71.58,231.11,20.0,-0.21,-159.53,-0.030,-0.050
15655,-16.32,0.00,0.0,-0.49,-16.32,0.000,0.000
15759,-104.75,-0.00,-20.0,-0.38,-104.75,0.000,0.000
15863,-150.00,-0.00,-22.2,7.24,-150.00,0.000,0.000
15968,-150.00,-58.11,-30.2,7.00,-91.89,-0.030,-0.050
16072,-150.00,-106.30,-30.2,10.51,-43.70,-0.030,-0.050
16178,-150.00,-151.52,-24.7,7.46,1.52,-0.028,0.003
16282,-150.00,-182.17,-20.0,9.67,32.17,0.005,0.050
16387,-149.61,-174.28,-20.0,7.84,24.68,0.030,0.049
16491,-57.27,-161.66,-20.0,8.94,104.39,0.030,0.050
16596,36.53,0.00,0.0,-0.22,36.53,0.000,0.000
16700,130.03,0.00,20.2,-0.34,130.03,0.000,0.000
16803,223.20,0.00,29.4,9.51,223.20,0.000,0.000
16907,317.87,92.29,46.7,14.69,225.59,0.030,0.050
17012,350.00,92.63,49.9,20.27,257.37,0.030,0.050
17116,350.00,246.54,49.9,15.98,103.46,0.030,0.050
17220,350.00,350.82,44.7,10.17,-0.82,0.029,-0.002
17325,350.00,382.10,36.5,6.06,-32.10,-0.004,-0.050
17429,350.00,384.65,33.9,2.83,-34.65,-0.030,-0.050
17534,298.55,364.91,28.8,3.08,-66.36,-0.030,-0.050
17638,199.56,324.80,20.0,1.69,-125.24,-0.030,-0.050
17742,99.94,227.32,20.0,-1.66,-127.39,-0.030,-0.050
17847,-1.30,0.00,0.0,-0.56,-1.30,0.000,0.000
17950,-101.25,-0.00,-20.0,-0.43,-101.25,0.000,0.000
18054,-150.00,-64.94,-30.2,7.20,-85.06,-0.030,-0.050
18159,-150.00,-94.68,-30.2,11.71,-55.32,-0.030,-0.050
18264,-150.00,-154.87,-23.7,7.57,4.87,-0.025,0.010
18368,-150.00,-172.93,-20.0,9.19,22.93,-0.002,0.046
18473,-150.00,-161.25,-20.0,7.77,11.25,0.010,0.023
18577,-76.18,-157.75,-20.0,8.93,81.57,0.030,0.050
18682,30.52,0.00,0.0,-0.27,30.52,0.000,0.000
18786,136.91,0.00,20.9,-0.38,136.91,0.000,0.000
18890,244.01,0.00,31.5,10.43,244.01,0.000,0.000
18994,350.00,92.29,49.9,15.89,257.71,0.030,0.050
19098,350.00,92.29,49.9,20.73,257.71,0.030,0.050
19202,350.00,294.29,49.9,12.87,55.71,0.030,0.050
19307,350.00,375.40,37.3,9.50,-25.40,0.004,-0.050
19411,350.00,382.64,34.0,2.16,-32.64,-0.029,-0.050
19515,296.98,364.30,28.7,2.19,-67.32,-0.030,-0.050
19620,183.61,328.04,20.0,0.91,-144.43,-0.030,-0.050
19724,70.54,224.88,20.0,-1.86,-154.34,-0.030,-0.050
19829,-44.41,0.00,0.0,-0.59,-44.41,0.000,0.000
19932,-150.00,-0.00,-22.2,-0.47,-150.00,0.000,0.000
20037,-150.00,-92.29,-30.2,8.19,-57.71,-0.030,-0.050
20141,-150.00,-106.30,-30.2,10.90,-43.70,-0.030,-0.050
20247,-150.00,-158.35,-22.6,7.41,8.35,-0.021,0.017
20351,-150.00,-173.97,-20.0,8.33,23.97,0.003,0.048
20456,-52.18,-164.98,-20.0,7.91,112.80,0.030,0.050
20561,68.55,0.00,0.0,-0.30,68.55,0.000,0.000
20664,187.81,0.00,25.9,-0.41,187.81,0.000,0.000
20768,309.09,0.00,37.9,15.78,309.09,0.000,0.000
20872,350.00,95.70,49.9,17.85,254.30,0.030,0.050
20976,350.00,121.00,49.9,19.69,229.00,0.030,0.050
21081,350.00,313.15,49.9,11.65,36.85,0.030,0.050
21185,350.00,370.80,38.6,9.10,-20.80,0.009,-0.042
21289,270.14,384.68,26.0,2.92,-114.53,-0.030,-0.050
21394,142.30,303.39,20.0,-3.17,-161.09,-0.030,-0.050
21498,14.74,296.10,20.0,-1.79,-281.35,-0.030,-0.050
21603,-114.99,0.00,0.0,-0.65,-114.99,0.000,0.000
21706,-150.00,-0.00,-22.2,-0.51,-150.00,0.000,0.000
21811,-150.00,-0.00,-22.2,8.13,-150.00,0.000,0.000
21915,-150.00,-64.94,-30.2,6.51,-85.06,-0.030,-0.050
22020,-150.00,-118.60,-30.2,10.21,-31.40,-0.030,-0.050
22125,-25.56,-172.30,-20.0,7.32,146.74,0.030,0.050
22230,110.08,0.00,0.0,-0.36,110.08,0.000,0.000
22334,245.45,0.00,31.6,-0.48,245.45,0.000,0.000
22438,350.00,0.00,41.9,18.85,350.00,0.000,0.000
22542,350.00,102.54,49.9,18.28,247.46,0.030,0.050
22646,350.00,187.99,49.9,18.28,162.01,0.030,0.050
22751,350.00,329.83,48.9,10.85,20.17,0.030,0.040
22855,260.80,379.22,25.1,8.27,-118.42,-0.030,-0.050
22960,117.75,223.14,20.0,-4.00,-105.39,-0.030,-0.050
23064,-25.04,0.00,0.0,-0.78,-25.04,0.000,0.000
23168,-150.00,-0.00,-22.2,-0.61,-150.00,0.000,0.000
23272,-150.00,-0.00,-22.2,8.04,-150.00,0.000,0.000
23376,-150.00,-82.03,-30.2,6.42,-67.97,-0.030,-0.050
23481,-150.00,-130.57,-29.1,10.11,-19.43,-0.030,-0.039
23586,-41.29,-162.22,-20.0,6.72,120.93,0.030,0.050
23691,109.81,0.00,0.0,-0.44,109.81,0.000,0.000
23794,259.20,0.00,33.0,-0.54,259.20,0.000,0.000
23899,350.00,0.00,41.9,19.28,350.00,0.000,0.000
24003,350.00,119.63,49.9,17.83,230.37,0.030,0.050
24107,350.00,206.79,49.9,18.16,143.21,0.030,0.050
24211,323.78,332.06,39.8,10.82,-8.28,0.022,-0.017
24316,165.25,369.64,20.0,3.61,-204.38,-0.030,-0.050
24420,6.96,223.68,20.0,-3.19,-216.73,-0.030,-0.050
24524,-150.00,0.00,0.0,-0.79,-150.00,0.000,0.000
24628,-150.00,-0.00,-22.2,-0.64,-150.00,0.000,0.000
24732,-150.00,-0.00,-22.2,7.97,-150.00,0.000,0.000
24836,-150.00,-71.78,-30.2,6.40,-78.22,-0.030,-0.050
24941,5.82,0.00,0.0,-0.50,5.82,0.000,0.000
25045,172.13,0.00,24.4,-0.59,172.13,0.000,0.000
25148,338.21,58.11,48.8,14.41,280.11,0.030,0.050
25253,350.00,58.11,49.9,20.99,291.89,0.030,0.050
25357,350.00,273.78,49.9,15.03,76.22,0.030,0.050
25461,348.54,362.41,40.6,9.78,-13.86,0.016,-0.028
25566,173.42,382.16,20.0,3.71,-208.74,-0.030,-0.050
25670,-1.52,0.00,0.0,-0.92,-1.52,0.000,0.000
25774,-150.00,-0.00,-22.2,-0.71,-150.00,0.000,0.000
25878,-150.00,-58.11,-30.2,7.93,-91.89,-0.030,-0.050
25983,-150.00,-109.72,-30.2,10.64,-40.28,-0.030,-0.050
26088,-79.99,-155.96,-20.0,7.20,75.97,0.030,0.050
26193,104.45,0.00,0.0,-0.52,104.45,0.000,0.000
26296,286.97,0.00,35.7,-0.64,286.97,0.000,0.000
26400,350.00,0.00,41.9,20.06,350.00,0.000,0.000
26504,350.00,129.88,49.9,16.58,220.12,0.030,0.050
26609,348.52,189.36,49.8,17.87,159.16,0.030,0.050
26713,157.59,333.66,20.0,10.43,-176.08,-0.030,-0.050
26818,-36.92,0.00,0.0,-1.00,-36.92,0.000,0.000
26921,-150.00,-0.00,-22.2,-0.79,-150.00,0.000,0.000
27025,-150.00,-0.00,-22.2,7.93,-150.00,0.000,0.000
27130,-150.00,-78.61,-30.2,6.27,-71.39,-0.030,-0.050
27234,25.15,0.00,0.0,-0.62,25.15,0.000,0.000
27338,226.73,0.00,29.7,-0.70,226.73,0.000,0.000
27442,350.00,0.00,41.9,17.90,350.00,0.000,0.000
27546,350.00,88.87,49.9,18.59,261.13,0.030,0.050
27651,350.00,166.80,49.9,18.29,183.20,0.030,0.050
27755,146.08,326.89,20.0,10.62,-180.82,-0.030,-0.050
27859,-65.08,0.00,0.0,-1.03,-65.08,0.000,0.000
27963,-150.00,-0.00,-22.2,-0.82,-150.00,0.000,0.000
28067,-150.00,-58.11,-30.2,7.88,-91.89,-0.030,-0.050
28171,-89.38,-119.97,-20.0,10.55,30.59,0.001,0.050
28276,132.04,0.00,0.0,-0.65,132.04,0.000,0.000
28379,350.00,0.00,41.9,-0.76,350.00,0.000,0.000
28483,350.00,0.00,41.9,20.92,350.00,0.000,0.000
28587,350.00,215.33,49.9,12.15,134.67,0.030,0.050
28692,169.27,249.17,20.0,17.30,-79.90,-0.030,-0.050
28796,-60.91,0.00,0.0,-1.09,-60.91,0.000,0.000
28900,-150.00,-0.00,-22.2,-0.88,-150.00,0.000,0.000
29004,-150.00,-0.00,-22.2,7.79,-150.00,0.000,0.000
29108,-34.79,-78.61,-20.0,6.19,43.82,0.030,0.050
29213,206.99,0.00,0.0,-0.71,206.99,0.000,0.000
29316,350.00,0.00,41.9,-0.78,350.00,0.000,0.000
29421,350.00,0.00,41.9,21.01,350.00,0.000,0.000
29524,262.33,215.33,41.3,12.22,47.00,0.030,0.050
29629,10.61,215.33,20.0,7.19,-204.73,-0.030,-0.050
29733,-150.00,0.00,0.0,-1.06,-150.00,0.000,0.000
29837,-150.00,-0.00,-22.2,-0.86,-150.00,0.000,0.000
29941,-47.06,-58.11,-20.0,7.87,11.04,0.011,0.022
