t_ms,target_hz,meas_hz,duty_pct,curr_a,err_hz,i_term,p_term
20046,-300.00,-123.05,-45.0,14.52,-176.95,-0.030,-0.050
20152,-300.00,-200.98,-45.0,13.93,-99.02,-0.030,-0.050
20257,-300.00,-289.30,-42.1,8.94,-10.70,-0.030,-0.021
20362,-300.00,-329.46,-32.0,8.21,29.46,0.000,0.050
20467,-167.49,-307.34,-20.0,6.84,139.85,0.030,0.050
20571,-23.89,-198.16,-20.0,0.11,174.26,0.030,0.050
20676,122.11,0.00,0.0,-0.41,122.11,0.000,0.000
20779,266.36,0.00,33.7,-0.51,266.36,0.000,0.000
20883,300.00,0.00,37.0,19.52,300.00,0.000,0.000
20987,300.00,170.90,45.0,13.21,129.10,0.030,0.050
21091,300.00,208.50,45.0,16.53,91.50,0.030,0.050
21196,300.00,308.64,37.4,9.44,-8.64,0.021,-0.017
21300,188.15,328.43,20.0,4.28,-140.28,-0.030,-0.050
21405,34.62,221.58,20.0,-2.84,-186.96,-0.030,-0.050
21509,-118.56,0.00,0.0,-0.72,-118.56,0.000,0.000
21613,-272.87,-0.00,-34.3,-0.60,-272.87,0.000,0.000
21717,-300.00,-61.52,-45.0,16.77,-238.48,-0.030,-0.050
21822,-300.00,-144.92,-45.0,15.99,-155.08,-0.030,-0.050
21928,-300.00,-269.06,-45.0,9.22,-30.94,-0.030,-0.050
22033,-292.29,-316.56,-31.9,8.02,24.27,-0.005,0.049
22137,-132.13,-272.70,-20.0,6.17,140.57,0.030,0.050
22242,30.78,0.00,0.0,-0.46,30.78,0.000,0.000
22345,191.79,0.00,26.3,-0.60,191.79,0.000,0.000
22449,300.00,0.00,37.0,16.02,300.00,0.000,0.000
22553,300.00,105.96,45.0,17.03,194.04,0.030,0.050
22658,300.00,182.18,45.0,17.11,117.82,0.030,0.050
22762,300.00,307.58,37.7,9.54,-7.58,0.022,-0.015
22866,175.04,328.11,20.0,4.38,-153.07,-0.030,-0.050
22971,3.24,187.30,20.0,-2.89,-184.06,-0.030,-0.050
23075,-168.25,0.00,0.0,-0.79,-168.25,0.000,0.000
23179,-300.00,-0.00,-37.0,-0.66,-300.00,0.000,0.000
23283,-300.00,-58.11,-45.0,17.92,-241.89,-0.030,-0.050
23388,-300.00,-167.82,-45.0,14.98,-132.18,-0.030,-0.050
23494,-300.00,-279.35,-44.1,8.94,-20.65,-0.030,-0.041
23598,-148.90,-316.23,-20.0,7.63,167.33,0.030,0.050
23703,32.58,0.00,0.0,-0.49,32.58,0.000,0.000
23806,212.02,0.00,28.3,-0.67,212.02,0.000,0.000
23911,300.00,0.00,37.0,17.20,300.00,0.000,0.000
24015,300.00,123.05,45.0,16.19,176.95,0.030,0.050
24119,300.00,197.56,45.0,16.96,102.44,0.030,0.050
24224,245.06,305.36,23.6,9.54,-60.30,-0.030,-0.050
24328,56.47,224.91,20.0,-3.30,-168.44,-0.030,-0.050
24433,-135.50,0.00,0.0,-0.92,-135.50,0.000,0.000
24536,-300.00,-0.00,-37.0,-0.73,-300.00,0.000,0.000
24640,-300.00,-0.00,-37.0,17.86,-300.00,0.000,0.000
24744,-300.00,-153.81,-45.0,9.12,-146.19,-0.030,-0.050
24850,-286.28,-244.38,-43.6,12.58,-41.90,-0.030,-0.050
24955,-86.24,-305.74,-20.0,7.75,219.49,0.030,0.050
25060,115.48,0.00,0.0,-0.56,115.48,0.000,0.000
25164,300.00,0.00,37.0,-0.71,300.00,0.000,0.000
25268,300.00,0.00,37.0,20.30,300.00,0.000,0.000
25372,300.00,191.41,45.0,10.26,108.59,0.030,0.050
25476,268.34,231.74,41.9,16.06,36.60,0.030,0.050
25580,59.95,312.20,20.0,6.67,-252.25,-0.030,-0.050
25685,-152.25,0.00,0.0,-1.03,-152.25,0.000,0.000
25789,-300.00,-0.00,-37.0,-0.83,-300.00,0.000,0.000
25893,-300.00,-0.00,-37.0,17.82,-300.00,0.000,0.000
25997,-300.00,-167.48,-45.0,9.00,-132.52,-0.030,-0.050
26103,-184.49,-258.74,-20.0,12.52,74.25,0.030,0.050
26207,35.00,0.00,0.0,-0.64,35.00,0.000,0.000
26311,256.42,0.00,32.7,-0.80,256.42,0.000,0.000
26415,300.00,0.00,37.0,18.98,300.00,0.000,0.000
26519,300.00,167.48,45.0,13.39,132.52,0.030,0.050
26623,267.49,210.89,41.8,16.39,56.60,0.030,0.050
26728,35.89,282.02,20.0,6.49,-246.13,-0.030,-0.050
26832,-195.58,0.00,0.0,-1.08,-195.58,0.000,0.000
26936,-300.00,-0.00,-37.0,-0.86,-300.00,0.000,0.000
27040,-300.00,-0.00,-37.0,17.62,-300.00,0.000,0.000
27144,-297.38,-170.90,-44.7,8.91,-126.48,-0.030,-0.050
27250,-52.75,-266.60,-20.0,12.19,213.85,0.030,0.050
27354,189.49,0.00,0.0,-0.70,189.49,0.000,0.000
27458,300.00,0.00,37.0,-0.83,300.00,0.000,0.000
27562,300.00,0.00,37.0,20.30,300.00,0.000,0.000
27666,270.26,194.82,42.0,10.11,75.44,0.030,0.050
27770,18.89,263.53,20.0,12.48,-244.63,-0.030,-0.050
27875,-237.29,0.00,0.0,-1.13,-237.29,0.000,0.000
27978,-300.00,-0.00,-37.0,-0.94,-300.00,0.000,0.000
28083,-300.00,-0.00,-37.0,17.71,-300.00,0.000,0.000
28187,-186.94,-177.73,-28.6,8.84,-9.20,-0.009,-0.018
28291,76.61,0.00,0.0,-0.74,76.61,0.000,0.000
28395,300.00,0.00,37.0,-0.89,300.00,0.000,0.000
28499,300.00,0.00,37.0,20.19,300.00,0.000,0.000
28603,300.00,187.99,45.0,10.12,112.01,0.030,0.050
28708,40.80,254.64,20.0,15.94,-213.84,-0.030,-0.050
28812,-235.83,0.00,0.0,-1.18,-235.83,0.000,0.000
28916,-300.00,-0.00,-37.0,-0.97,-300.00,0.000,0.000
29020,-300.00,-0.00,-37.0,17.67,-300.00,0.000,0.000
29124,-117.73,-174.32,-20.0,8.81,56.59,0.030,0.050
29229,172.86,0.00,0.0,-0.80,172.86,0.000,0.000
29332,300.00,0.00,37.0,-0.92,300.00,0.000,0.000
29437,300.00,0.00,37.0,20.21,300.00,0.000,0.000
29541,146.11,187.99,20.0,10.02,-41.88,-0.030,-0.050
29645,-153.57,0.00,0.0,-1.19,-153.57,0.000,0.000
29748,-300.00,-0.00,-37.0,-0.99,-300.00,0.000,0.000
29852,-300.00,-0.00,-37.0,17.84,-300.00,0.000,0.000
29957,-128.72,-170.90,-20.0,8.87,42.17,0.030,0.050
