t_ms,tgt_L,tgt_R,meas_L,meas_R,duty_L_pct,duty_R_pct,raw_L,raw_R
16912,282.0,282.0,0.0,0.0,50.0,50.0,0.0,0.0
17118,282.0,282.0,0.0,0.0,50.0,50.0,0.0,0.0
17324,282.0,282.0,0.0,0.0,50.0,50.0,0.0,0.0
17531,282.0,282.0,0.0,0.0,50.0,50.0,0.0,0.0
17737,282.0,282.0,0.0,0.0,50.0,50.0,0.0,0.0
17943,282.0,282.0,0.0,0.0,50.0,50.0,0.0,0.0
18149,282.0,282.0,0.0,0.0,50.0,50.0,0.0,0.0
18355,282.0,282.0,0.0,0.0,50.0,50.0,0.0,0.0
18561,282.0,282.0,0.0,0.0,50.0,50.0,0.0,0.0
18768,282.0,282.0,0.0,0.0,50.0,50.0,0.0,0.0
18974,282.0,282.0,0.0,0.0,50.0,50.0,0.0,0.0
19180,282.0,282.0,0.0,0.0,50.0,50.0,0.0,0.0
19386,282.0,282.0,0.0,0.0,50.0,50.0,0.0,0.0
19593,282.0,282.0,0.0,0.0,50.0,50.0,0.0,0.0
19799,282.0,282.0,0.0,0.0,50.0,50.0,0.0,0.0
20005,282.0,282.0,0.0,0.0,50.0,50.0,0.0,0.0
